chip_peak_id	chip_peak_start	chip_peak_stop	nearby_ensembl_gene_id	nearby_gene_name	nearby_gene_tss
CRX.101	74334693	74334857	ENSMUSG00000064272.4	Gpbar1	74317709
CRX.101	74334693	74334857	ENSMUSG00000006299.14	Aamp	74323839
CRX.101	74334693	74334857	ENSMUSG00000026179.15	Pnkd	74324214
CRX.101	74334693	74334857	ENSMUSG00000006301.18	Tmbim1	74343520
CRX.101	74334693	74334857	ENSMUSG00000073650.10	Catip	74401294
CRX.101	74334693	74334857	ENSMUSG00000026177.12	Slc11a1	74414362
CRX.101	74334693	74334857	ENSMUSG00000026176.14	Ctdsp1	74430668
CRX.103	74476989	74477153	ENSMUSG00000073650.10	Catip	74401294
CRX.103	74476989	74477153	ENSMUSG00000026177.12	Slc11a1	74414362
CRX.103	74476989	74477153	ENSMUSG00000026176.14	Ctdsp1	74430668
CRX.103	74476989	74477153	ENSMUSG00000026175.13	Vil1	74448535
CRX.103	74476989	74477153	ENSMUSG00000026174.10	Cnot9	74545217
CRX.105	74812340	74812504	ENSMUSG00000026170.7	Cyp27a1	74752733
CRX.105	74812340	74812504	ENSMUSG00000006542.14	Prkag3	74788114
CRX.105	74812340	74812504	ENSMUSG00000033227.8	Wnt6	74811051
CRX.105	74812340	74812504	ENSMUSG00000026167.15	Wnt10a	74830675
CRX.105	74812340	74812504	ENSMUSG00000090071.5	Cdk5r2	74894093
CRX.110	74898138	74898302	ENSMUSG00000033227.8	Wnt6	74811051
CRX.110	74898138	74898302	ENSMUSG00000026167.15	Wnt10a	74830675
CRX.110	74898138	74898302	ENSMUSG00000090071.5	Cdk5r2	74894093
CRX.110	74898138	74898302	ENSMUSG00000055197.5	Fev	74924578
CRX.110	74898138	74898302	ENSMUSG00000006546.4	Cryba2	74932302
CRX.110	74898138	74898302	ENSMUSG00000047021.15	Cfap65	74974758
CRX.110	74898138	74898302	ENSMUSG00000006538.13	Ihh	74990831
CRX.112	75293623	75293787	ENSMUSG00000026202.14	Tuba4a	75195268
CRX.112	75293623	75293787	ENSMUSG00000096094.3	A630095N17Rik	75208734
CRX.112	75293623	75293787	ENSMUSG00000026203.17	Dnajb2	75213050
CRX.112	75293623	75293787	ENSMUSG00000026204.16	Ptprn	75240857
CRX.112	75293623	75293787	ENSMUSG00000033061.16	Resp18	75255059
CRX.112	75293623	75293787	ENSMUSG00000026209.16	Dnpep	75294303
CRX.112	75293623	75293787	ENSMUSG00000026208.10	Des	75336973
CRX.112	75293623	75293787	ENSMUSG00000026207.17	Speg	75351941
CRX.113	75382309	75382473	ENSMUSG00000026209.16	Dnpep	75294303
CRX.113	75382309	75382473	ENSMUSG00000026208.10	Des	75336973
CRX.113	75382309	75382473	ENSMUSG00000026207.17	Speg	75351941
CRX.113	75382309	75382473	ENSMUSG00000033021.17	Gmppa	75412587
CRX.113	75382309	75382473	ENSMUSG00000033007.16	Asic4	75427343
CRX.113	75382309	75382473	ENSMUSG00000032997.17	Chpf	75455915
CRX.113	75382309	75382473	ENSMUSG00000051703.15	Tmem198	75456224
CRX.125	78633392	78633556	ENSMUSG00000032883.16	Acsl3	78635542
CRX.125	78633392	78633556	ENSMUSG00000079470.9	Utp14b	78635755
CRX.127	80317379	80317543	ENSMUSG00000004364.15	Cul3	80318197
CRX.129	80391511	80391675	ENSMUSG00000004364.15	Cul3	80318197
CRX.129	80391511	80391675	ENSMUSG00000110100.2	Gm45261	80439165
CRX.130	80402507	80402671	ENSMUSG00000004364.15	Cul3	80318197
CRX.130	80402507	80402671	ENSMUSG00000110100.2	Gm45261	80439165
CRX.131	80405339	80405503	ENSMUSG00000004364.15	Cul3	80318197
CRX.131	80405339	80405503	ENSMUSG00000110100.2	Gm45261	80439165
CRX.132	82169476	82169640	ENSMUSG00000022591.6	Gm9747	82210833
CRX.132	82169476	82169640	ENSMUSG00000055980.3	Irs1	82269137
CRX.134	82724258	82724422	ENSMUSG00000026150.15	Mff	82702669
CRX.134	82724258	82724422	ENSMUSG00000026149.3	Tm4sf20	82746182
CRX.134	82724258	82724422	ENSMUSG00000114299.2	Gm47791	82748964
CRX.134	82724258	82724422	ENSMUSG00000026159.14	Agfg1	82817455
CRX.143	86479743	86479907	ENSMUSG00000026238.15	Ptma	86454459
CRX.143	86479743	86479907	ENSMUSG00000026239.15	Pde6d	86510269
CRX.143	86479743	86479907	ENSMUSG00000026240.13	Cops7b	86510626
CRX.155	89813534	89813698	ENSMUSG00000034486.9	Gbx2	89858901
CRX.157	89850683	89850847	ENSMUSG00000034486.9	Gbx2	89858901
CRX.157	89850683	89850847	ENSMUSG00000067081.14	Asb18	89942299
CRX.160	92400714	92400878	ENSMUSG00000026260.13	Ndufa10	92401582
CRX.160	92400714	92400878	ENSMUSG00000067064.5	Or6b2	92412835
CRX.160	92400714	92400878	ENSMUSG00000057464.5	Or6b2b	92423823
CRX.160	92400714	92400878	ENSMUSG00000042849.12	Or6b3	92446383
CRX.160	92400714	92400878	ENSMUSG00000058904.4	Or9s23	92499044
CRX.168	93688001	93688165	ENSMUSG00000026278.15	Bok	93613382
CRX.168	93688001	93688165	ENSMUSG00000026279.15	Thap4	93682502
CRX.168	93688001	93688165	ENSMUSG00000026280.18	Atg4b	93682627
CRX.168	93688001	93688165	ENSMUSG00000026281.16	Dtymk	93729656
CRX.168	93688001	93688165	ENSMUSG00000026283.14	Ing5	93731687
CRX.168	93688001	93688165	ENSMUSG00000073609.10	D2hgdh	93752996
CRX.175	106672974	106673138	ENSMUSG00000057329.8	Bcl2	106642004
CRX.175	106672974	106673138	ENSMUSG00000009905.6	Kdsr	106687457
CRX.175	106672974	106673138	ENSMUSG00000009907.18	Vps4b	106724458
CRX.178	118317023	118317187	ENSMUSG00000026374.15	Tsn	118239146
CRX.178	118317023	118317187	ENSMUSG00000026377.13	Nifk	118249569
CRX.178	118317023	118317187	ENSMUSG00000064302.14	Clasp1	118316788
CRX.179	118372842	118373006	ENSMUSG00000064302.14	Clasp1	118316788
CRX.180	118409682	118409846	ENSMUSG00000064302.14	Clasp1	118316788
CRX.182	119448213	119448377	ENSMUSG00000037035.6	Inhbb	119349978
CRX.182	119448213	119448377	ENSMUSG00000004451.15	Ralb	119432524
CRX.182	119448213	119448377	ENSMUSG00000098923.2	Tmem185b	119453890
CRX.185	120175300	120175464	ENSMUSG00000026388.16	3110009E18Rik	120078401
CRX.185	120175300	120175464	ENSMUSG00000026389.17	Steap3	120200435
CRX.185	120175300	120175464	ENSMUSG00000036907.12	C1ql2	120268312
CRX.191	128171761	128171925	ENSMUSG00000026353.10	Ubxn4	128171899
CRX.191	128171761	128171925	ENSMUSG00000026354.9	Lct	128256055
CRX.194	130643718	130643882	ENSMUSG00000042554.11	Zp3r	130557358
CRX.194	130643718	130643882	ENSMUSG00000026405.15	C4bp	130589369
CRX.194	130643718	130643882	ENSMUSG00000026409.15	Pfkfb2	130642313
CRX.194	130643718	130643882	ENSMUSG00000101904.2	Gm29427	130643536
CRX.194	130643718	130643882	ENSMUSG00000046404.6	Yod1	130645064
CRX.194	130643718	130643882	ENSMUSG00000042510.8	AA986860	130659713
CRX.194	130643718	130643882	ENSMUSG00000026415.12	Fcamr	130728639
CRX.199	131455434	131455598	ENSMUSG00000026425.16	Srgap2	131455085
CRX.199	131455434	131455598	ENSMUSG00000055184.5	Fam72a	131455641
CRX.199	131455434	131455598	ENSMUSG00000026432.8	Avpr1b	131526977
CRX.204	132509805	132509969	ENSMUSG00000048174.3	Tmem81	132434627
CRX.204	132509805	132509969	ENSMUSG00000053024.15	Cntn2	132470677
CRX.205	132649111	132649275	ENSMUSG00000026442.15	Nfasc	132635144
CRX.210	133991367	133991531	ENSMUSG00000041559.8	Fmod	133964992
CRX.210	133991367	133991531	ENSMUSG00000020423.7	Btg2	134006858
CRX.210	133991367	133991531	ENSMUSG00000026450.15	Chit1	134038980
CRX.218	134486354	134486518	ENSMUSG00000042229.10	Rabif	134422386
CRX.218	134486354	134486518	ENSMUSG00000046367.11	Mgat4e	134477420
CRX.218	134486354	134486518	ENSMUSG00000042207.18	Kdm5b	134487909
CRX.220	134495379	134495543	ENSMUSG00000042229.10	Rabif	134422386
CRX.220	134495379	134495543	ENSMUSG00000046367.11	Mgat4e	134477420
CRX.220	134495379	134495543	ENSMUSG00000042207.18	Kdm5b	134487909
CRX.223	134793307	134793471	ENSMUSG00000073557.13	Ppp1r12b	134883589
CRX.223	134793307	134793471	ENSMUSG00000026429.10	Ube2t	134890303
CRX.228	135523120	135523284	ENSMUSG00000009418.17	Nav1	135615843
CRX.235	135960793	135960957	ENSMUSG00000051985.13	Igfn1	135934080
CRX.235	135960793	135960957	ENSMUSG00000026411.18	Tmem9	135945705
CRX.235	135960793	135960957	ENSMUSG00000097918.2	Ascl5	135978542
CRX.235	135960793	135960957	ENSMUSG00000026407.18	Cacna1s	135980639
CRX.235	135960793	135960957	ENSMUSG00000041642.19	Kif21b	136059127
CRX.236	136056815	136056979	ENSMUSG00000097918.2	Ascl5	135978542
CRX.236	136056815	136056979	ENSMUSG00000026407.18	Cacna1s	135980639
CRX.236	136056815	136056979	ENSMUSG00000041642.19	Kif21b	136059127
CRX.236	136056815	136056979	ENSMUSG00000087230.11	Mroh3	136140566
CRX.237	136060609	136060773	ENSMUSG00000097918.2	Ascl5	135978542
CRX.237	136060609	136060773	ENSMUSG00000026407.18	Cacna1s	135980639
CRX.237	136060609	136060773	ENSMUSG00000041642.19	Kif21b	136059127
CRX.237	136060609	136060773	ENSMUSG00000087230.11	Mroh3	136140566
CRX.240	136165735	136165899	ENSMUSG00000087230.11	Mroh3	136140566
CRX.240	136165735	136165899	ENSMUSG00000041605.17	Inava	136162002
CRX.240	136165735	136165899	ENSMUSG00000052759.8	Gpr25	136188611
CRX.241	136452676	136452840	ENSMUSG00000041498.14	Kif14	136395673
CRX.241	136452676	136452840	ENSMUSG00000041483.15	Zfp281	136552639
CRX.247	143642539	143642703	ENSMUSG00000026361.10	Cdc73	143578631
CRX.247	143642539	143642703	ENSMUSG00000018196.19	Glrx2	143615356
CRX.247	143642539	143642703	ENSMUSG00000018199.10	Ro60	143652806
CRX.247	143642539	143642703	ENSMUSG00000018189.13	Uchl5	143653010
CRX.250	150190247	150190411	ENSMUSG00000006007.15	Pdc	150195168
CRX.250	150190247	150190411	ENSMUSG00000006005.19	Tpr	150268589
CRX.250	150190247	150190411	ENSMUSG00000006010.15	Odr4	150268831
CRX.251	150195039	150195203	ENSMUSG00000006007.15	Pdc	150195168
CRX.251	150195039	150195203	ENSMUSG00000006005.19	Tpr	150268589
CRX.251	150195039	150195203	ENSMUSG00000006010.15	Odr4	150268831
CRX.257	153142678	153142842	ENSMUSG00000026479.14	Lamc2	153062193
CRX.257	153142678	153142842	ENSMUSG00000026478.15	Lamc1	153208532
CRX.261	155108312	155108476	ENSMUSG00000026471.15	Mr1	155022529
CRX.261	155108312	155108476	ENSMUSG00000026470.15	Stx6	155034461
CRX.261	155108312	155108476	ENSMUSG00000033722.10	BC034090	155120190
CRX.262	155111509	155111673	ENSMUSG00000026471.15	Mr1	155022529
CRX.262	155111509	155111673	ENSMUSG00000026470.15	Stx6	155034461
CRX.262	155111509	155111673	ENSMUSG00000033722.10	BC034090	155120190
CRX.266	155849415	155849579	ENSMUSG00000033671.19	Cep350	155849001
CRX.266	155849415	155849579	ENSMUSG00000050565.17	Tor1aip2	155911149
CRX.266	155849415	155849579	ENSMUSG00000026466.17	Tor1aip1	155912173
CRX.267	156662480	156662644	ENSMUSG00000033544.7	Angptl1	156666132
CRX.269	157188070	157188234	ENSMUSG00000070565.12	Rasal2	157240165
CRX.269	157188070	157188234	ENSMUSG00000033488.12	Cryzl2	157286150
CRX.273	160022656	160022820	ENSMUSG00000026725.18	Tnn	159981150
CRX.273	160022656	160022820	ENSMUSG00000058267.14	Mrps14	160022785
CRX.273	160022656	160022820	ENSMUSG00000014226.11	Cacybp	160040445
CRX.276	160959026	160959190	ENSMUSG00000043467.20	Zbtb37	160862419
CRX.276	160959026	160959190	ENSMUSG00000026709.11	Dars2	160898228
CRX.276	160959026	160959190	ENSMUSG00000026708.17	Cenpl	160898337
CRX.276	160959026	160959190	ENSMUSG00000026705.17	Klhl20	160959081
CRX.276	160959026	160959190	ENSMUSG00000044835.16	Ankrd45	160970337
CRX.276	160959026	160959190	ENSMUSG00000049160.16	Tex50	160986884
CRX.277	161713558	161713722	ENSMUSG00000000817.11	Fasl	161616064
CRX.277	161713558	161713722	ENSMUSG00000040297.13	Suco	161704251
CRX.277	161713558	161713722	ENSMUSG00000026698.9	Pigc	161796797
CRX.277	161713558	161713722	ENSMUSG00000086277.3	4930558K02Rik	161807205
CRX.278	161796583	161796747	ENSMUSG00000040297.13	Suco	161704251
CRX.278	161796583	161796747	ENSMUSG00000026698.9	Pigc	161796797
CRX.278	161796583	161796747	ENSMUSG00000086277.3	4930558K02Rik	161807205
CRX.279	162288043	162288207	ENSMUSG00000040265.17	Dnm3	162305603
CRX.279	162288043	162288207	ENSMUSG00000026694.20	Eef1aknmt	162376120
CRX.280	162381870	162382034	ENSMUSG00000040265.17	Dnm3	162305603
CRX.280	162381870	162382034	ENSMUSG00000026694.20	Eef1aknmt	162376120
CRX.280	162381870	162382034	ENSMUSG00000026696.16	Vamp4	162398084
CRX.280	162381870	162382034	ENSMUSG00000026697.11	Myoc	162466724
CRX.285	165288602	165288766	ENSMUSG00000026571.13	Dcaf6	165288034
CRX.285	165288602	165288766	ENSMUSG00000026568.7	Mpc2	165288606
CRX.285	165288602	165288766	ENSMUSG00000026567.17	Adcy10	165312752
CRX.286	165763075	165763239	ENSMUSG00000026565.19	Pou2f1	165830247
CRX.290	166836332	166836496	ENSMUSG00000060568.15	Fam78b	166828986
CRX.291	167265901	167266065	ENSMUSG00000026687.15	Aldh9a1	167177560
CRX.291	167265901	167266065	ENSMUSG00000026688.6	Mgst3	167221410
CRX.291	167265901	167266065	ENSMUSG00000040485.6	Lrrc52	167294349
CRX.300	171156741	171156905	ENSMUSG00000058715.12	Fcer1g	171061876
CRX.300	171156741	171156905	ENSMUSG00000013593.13	Ndufs2	171074691
CRX.300	171156741	171156905	ENSMUSG00000006403.14	Adamts4	171077992
CRX.300	171156741	171156905	ENSMUSG00000052423.16	B4galt3	171097913
CRX.300	171156741	171156905	ENSMUSG00000062729.13	Ppox	171108760
CRX.300	171156741	171156905	ENSMUSG00000053483.16	Usp21	171115497
CRX.300	171156741	171156905	ENSMUSG00000062963.11	Ufc1	171122597
CRX.300	171156741	171156905	ENSMUSG00000013973.13	Dedd	171156713
CRX.300	171156741	171156905	ENSMUSG00000013997.11	Nit1	171173213
CRX.300	171156741	171156905	ENSMUSG00000006412.11	Pfdn2	171173238
CRX.300	171156741	171156905	ENSMUSG00000045259.5	Klhdc9	171188366
CRX.300	171156741	171156905	ENSMUSG00000006411.13	Nectin4	171197920
CRX.300	171156741	171156905	ENSMUSG00000048865.17	Arhgap30	171216522
CRX.300	171156741	171156905	ENSMUSG00000026641.14	Usf1	171238881
CRX.300	171156741	171156905	ENSMUSG00000103711.2	Tstd1	171246601
CRX.306	172313172	172313336	ENSMUSG00000026548.5	Slamf9	172302925
CRX.306	172313172	172313336	ENSMUSG00000037995.16	Igsf9	172309881
CRX.306	172313172	172313336	ENSMUSG00000026547.16	Tagln2	172327614
CRX.306	172313172	172313336	ENSMUSG00000026546.17	Cfap45	172348611
CRX.306	172313172	172313336	ENSMUSG00000049598.10	Vsig8	172383505
CRX.313	176642219	176642383	ENSMUSG00000057335.12	Cep170	176621175
CRX.313	176642219	176642383	ENSMUSG00000026504.18	Sdccag8	176642226
CRX.315	176698194	176698358	ENSMUSG00000057335.12	Cep170	176621175
CRX.315	176698194	176698358	ENSMUSG00000026504.18	Sdccag8	176642226
CRX.324	178229510	178229674	ENSMUSG00000026500.7	Cox20	178146695
CRX.324	178229510	178229674	ENSMUSG00000039630.11	Hnrnpu	178165362
CRX.324	178229510	178229674	ENSMUSG00000026495.9	Efcab2	178233668
CRX.325	179631446	179631610	ENSMUSG00000087236.4	Kif28	179572836
CRX.325	179631446	179631610	ENSMUSG00000026491.14	Ahctf1	179631245
CRX.327	180266253	180266417	ENSMUSG00000053963.8	Stum	180311032
CRX.328	180432225	180432389	ENSMUSG00000026496.12	Parp1	180396494
CRX.328	180432225	180432389	ENSMUSG00000058729.14	Lin9	180468715
CRX.328	180432225	180432389	ENSMUSG00000026497.8	Mixl1	180524599
CRX.330	180621873	180622037	ENSMUSG00000026497.8	Mixl1	180524599
CRX.330	180621873	180622037	ENSMUSG00000026499.6	Acbd3	180553608
CRX.330	180621873	180622037	ENSMUSG00000060743.13	H3f3a	180641197
CRX.330	180621873	180622037	ENSMUSG00000038806.8	Sde2	180678692
CRX.330	180621873	180622037	ENSMUSG00000066652.6	Lefty2	180720673
CRX.331	180669578	180669742	ENSMUSG00000060743.13	H3f3a	180641197
CRX.331	180669578	180669742	ENSMUSG00000038806.8	Sde2	180678692
CRX.331	180669578	180669742	ENSMUSG00000066652.6	Lefty2	180720673
CRX.331	180669578	180669742	ENSMUSG00000026520.9	Pycr2	180731858
CRX.331	180669578	180669742	ENSMUSG00000038793.9	Lefty1	180762587
CRX.332	180677690	180677854	ENSMUSG00000060743.13	H3f3a	180641197
CRX.332	180677690	180677854	ENSMUSG00000038806.8	Sde2	180678692
CRX.332	180677690	180677854	ENSMUSG00000066652.6	Lefty2	180720673
CRX.332	180677690	180677854	ENSMUSG00000026520.9	Pycr2	180731858
CRX.332	180677690	180677854	ENSMUSG00000038793.9	Lefty1	180762587
CRX.332	180677690	180677854	ENSMUSG00000026519.17	Tmem63a	180770024
CRX.333	180678352	180678516	ENSMUSG00000060743.13	H3f3a	180641197
CRX.333	180678352	180678516	ENSMUSG00000038806.8	Sde2	180678692
CRX.333	180678352	180678516	ENSMUSG00000066652.6	Lefty2	180720673
CRX.333	180678352	180678516	ENSMUSG00000026520.9	Pycr2	180731858
CRX.333	180678352	180678516	ENSMUSG00000038793.9	Lefty1	180762587
CRX.333	180678352	180678516	ENSMUSG00000026519.17	Tmem63a	180770024
CRX.336	180971812	180971976	ENSMUSG00000038768.9	9130409I23Rik	180878802
CRX.336	180971812	180971976	ENSMUSG00000026516.9	Nvl	180971769
CRX.336	180971812	180971976	ENSMUSG00000062169.14	Cnih4	180978496
CRX.336	180971812	180971976	ENSMUSG00000038733.15	Wdr26	181039566
CRX.337	181814909	181815073	ENSMUSG00000022995.17	Enah	181847226
CRX.339	186489494	186489658	ENSMUSG00000039239.15	Tgfb2	186437897
CRX.339	186489494	186489658	ENSMUSG00000001305.6	Rrp15	186481555
CRX.342	187697119	187697283	ENSMUSG00000026610.14	Esrrg	187730024
CRX.343	187729945	187730109	ENSMUSG00000026610.14	Esrrg	187730024
CRX.353	191307619	191307783	ENSMUSG00000037474.14	Dtl	191307656
CRX.353	191307619	191307783	ENSMUSG00000037461.11	Ints7	191307748
CRX.354	191458463	191458627	ENSMUSG00000026623.17	Lpgat1	191450501
CRX.354	191458463	191458627	ENSMUSG00000026622.16	Nek2	191553556
CRX.359	191629071	191629235	ENSMUSG00000026622.16	Nek2	191553556
CRX.359	191629071	191629235	ENSMUSG00000037434.8	Slc30a1	191638879
CRX.359	191629071	191629235	ENSMUSG00000049353.18	Rd3	191709331
CRX.364	191960198	191960362	ENSMUSG00000058248.13	Kcnh1	191873082
CRX.367	192869427	192869591	ENSMUSG00000016181.11	Utp25	192812580
CRX.367	192869427	192869591	ENSMUSG00000026638.16	Irf6	192835419
CRX.367	192869427	192869591	ENSMUSG00000079144.8	A130010J15Rik	192850354
CRX.367	192869427	192869591	ENSMUSG00000037318.11	Traf3ip3	192883855
CRX.367	192869427	192869591	ENSMUSG00000026639.19	Lamb3	192890033
CRX.367	192869427	192869591	ENSMUSG00000016194.15	Hsd11b1	192924937
CRX.367	192869427	192869591	ENSMUSG00000009633.4	G0s2	192955525
CRX.369	193052456	193052620	ENSMUSG00000009633.4	G0s2	192955525
CRX.369	193052456	193052620	ENSMUSG00000016179.12	Camk1g	193052606
CRX.370	193116127	193116291	ENSMUSG00000016179.12	Camk1g	193052606
CRX.381	7601416	7601580	ENSMUSG00000019795.18	Pcmt1	7539372
CRX.381	7601416	7601580	ENSMUSG00000040034.16	Nup43	7543267
CRX.381	7601416	7601580	ENSMUSG00000040021.14	Lats1	7556978
CRX.381	7601416	7601580	ENSMUSG00000019794.14	Katna1	7601764
CRX.381	7601416	7601580	ENSMUSG00000040006.14	Ginm1	7656655
CRX.381	7601416	7601580	ENSMUSG00000015757.11	Ppil4	7668655
CRX.385	13116404	13116568	ENSMUSG00000019815.8	Zc2hc1b	13053767
CRX.385	13116404	13116568	ENSMUSG00000019814.6	Ltv1	13068912
CRX.394	18829442	18829606	ENSMUSG00000019850.12	Tnfaip3	18891158
CRX.395	18886760	18886924	ENSMUSG00000019850.12	Tnfaip3	18891158
CRX.402	19209474	19209638	ENSMUSG00000045591.7	Olig3	19232281
CRX.403	19467593	19467757	ENSMUSG00000020009.14	Ifngr1	19467697
CRX.403	19467593	19467757	ENSMUSG00000039760.9	Il22ra2	19497746
CRX.405	20070657	20070821	ENSMUSG00000019996.18	Map7	20024730
CRX.416	24745722	24745886	ENSMUSG00000019989.9	Enpp3	24712123
CRX.416	24745722	24745886	ENSMUSG00000019984.17	Med23	24745884
CRX.416	24745722	24745886	ENSMUSG00000019987.10	Arg1	24803382
CRX.420	25280217	25280381	ENSMUSG00000019978.17	Epb41l2	25235696
CRX.423	25309616	25309780	ENSMUSG00000019978.17	Epb41l2	25235696
CRX.431	39747179	39747343	ENSMUSG00000096687.9	Mfsd4b4	39775211
